time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-01-24T03:51:42.400Z,38.8268318,-122.7561646,1.13,0.4,md,8,146,0.01134,0.01,nc,nc73331021,2020-01-24T04:30:03.225Z,"3km W of Cobb, CA",earthquake,0.4,0.89,0.17,2,automatic,nc,nc
2020-01-24T03:49:26.800Z,33.5928333,-116.8048333,5.49,0.46,ml,20,45,0.03401,0.14,ci,ci39280384,2020-01-24T03:53:06.013Z,"13km WNW of Anza, CA",earthquake,0.28,0.56,0.202,12,automatic,ci,ci
2020-01-24T03:44:32.399Z,37.1946,141.9195,29.84,4.6,mb,,136,1.122,0.56,us,us60007eec,2020-01-24T04:12:25.425Z,"87km ESE of Namie, Japan",earthquake,9.9,3.7,0.116,22,reviewed,us,us
2020-01-24T03:42:48.500Z,35.9126667,-117.7368333,2.93,0.78,ml,11,74,0.07516,0.1,ci,ci39280376,2020-01-24T03:46:17.971Z,"16km E of Little Lake, CA",earthquake,0.23,1.92,0.222,9,automatic,ci,ci
2020-01-24T03:38:34.850Z,51.8468333,-177.7511667,5.55,2.64,ml,8,148,0.05113,0.15,av,av62128411,2020-01-28T00:06:49.140Z,"27km E of Tanaga Volcano, Alaska",earthquake,1.22,0.94,0.175,8,reviewed,av,av
2020-01-24T03:35:56.879Z,51.6748,-177.8912,10,4.3,mb,,178,0.492,0.85,us,us60007ee1,2020-01-27T22:49:20.480Z,"28km SE of Tanaga Volcano, Alaska",earthquake,5.1,1.9,0.075,50,reviewed,us,us
2020-01-24T03:35:21.830Z,36.01,-117.8066667,1.39,0.56,ml,8,84,0.02751,0.09,ci,ci39280368,2020-01-24T17:50:53.804Z,"12km NE of Little Lake, CA",earthquake,0.18,0.3,0.201,3,reviewed,ci,ci
2020-01-24T03:24:26.620Z,35.6155,-117.479,8.17,0.65,ml,10,151,0.03201,0.13,ci,ci39280360,2020-01-24T15:14:24.211Z,"18km E of Ridgecrest, CA",earthquake,0.69,0.73,0.149,6,reviewed,ci,ci
2020-01-24T03:23:22.120Z,37.6475,-118.9186667,4.15,0.92,md,19,96,0.01261,0.04,nc,nc73331011,2020-01-24T20:40:02.851Z,"5km ENE of Mammoth Lakes, CA",earthquake,0.36,0.44,0.388,19,reviewed,nc,nc
2020-01-24T03:23:15.558Z,63.3093,-148.1863,196.7,2.2,ml,,,,0.63,ak,ak02013qtm4j,2020-01-27T22:49:19.905Z,"39km ESE of Cantwell, Alaska",earthquake,,2.6,,,automatic,ak,ak
2020-01-24T03:23:12.981Z,64.5203,-148.9475,14.7,2.2,ml,,,,0.4,ak,ak02013qtl4q,2020-01-27T22:49:19.293Z,"10km SE of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-01-24T03:22:17.140Z,19.2016659,-155.4146729,32,1.83,md,24,166,0.03917,0.08,hv,hv71347147,2020-01-24T03:25:21.350Z,"6km E of Pahala, Hawaii",earthquake,0.7,0.91,0.02,3,automatic,hv,hv
2020-01-24T03:20:38.710Z,38.8050003,-122.7786636,2.22,0.93,md,19,49,0.008396,0.03,nc,nc73331006,2020-01-24T03:46:02.946Z,"4km NNW of The Geysers, CA",earthquake,0.25,0.45,0.11,3,automatic,nc,nc
2020-01-24T03:17:58.404Z,40.5066,-119.8743,14.3,0.8,ml,4,311.86,0.354,0.0793,nn,nn00715799,2020-01-25T02:09:28.401Z,"42km W of Gerlach-Empire, Nevada",earthquake,,6.4,0.11,2,reviewed,nn,nn
2020-01-24T03:17:21.990Z,18.0165,-66.8491,17,3.09,md,12,132,0.0512,0.21,pr,pr2020024019,2020-01-27T16:43:41.841Z,"2km S of Yauco, Puerto Rico",earthquake,1.09,0.92,0.4,5,reviewed,pr,pr
2020-01-24T03:16:43.230Z,44.4488333,-113.1508333,6.48,0.99,ml,12,141,0.191,0.11,mb,mb80379199,2020-01-24T17:34:05.200Z,"49km WSW of Lima, Montana",earthquake,0.37,0.86,0.245,5,reviewed,mb,mb
2020-01-24T03:14:31.437Z,31.6369,-104.2788,5,3,ml,,58,0.363,0.43,us,us60007edu,2020-01-24T03:27:25.040Z,"64km W of Mentone, Texas",earthquake,4.6,2,0.081,60,reviewed,us,us
2020-01-24T03:13:57.360Z,35.8561667,-117.6801667,7.33,0.87,ml,14,82,0.07835,0.1,ci,ci39280352,2020-01-24T15:14:39.065Z,"22km ESE of Little Lake, CA",earthquake,0.24,0.73,0.158,11,reviewed,ci,ci
2020-01-24T03:12:48.040Z,51.8608333,-177.906,4.92,1.78,ml,3,181,0.06227,0.01,av,av62128396,2020-01-24T23:40:07.110Z,"16km E of Tanaga Volcano, Alaska",earthquake,0.45,1.27,0.318,3,reviewed,av,av
2020-01-24T03:10:56.210Z,17.922,-66.9856,10,2.66,md,12,235,0.1189,0.07,pr,pr2020024018,2020-01-27T16:47:42.604Z,"8km SE of La Parguera, Puerto Rico",earthquake,0.47,0.52,0.33,5,reviewed,pr,pr
2020-01-24T02:51:56.410Z,35.3425,-117.7768333,7.04,0.98,ml,21,49,0.09378,0.22,ci,ci39280336,2020-01-24T15:14:55.424Z,"13km WSW of Johannesburg, CA",earthquake,0.47,0.92,0.152,18,reviewed,ci,ci
2020-01-24T02:47:50.940Z,36.1528333,-89.3875,7.96,1.92,md,20,79,0.04731,0.07,nm,nm60300471,2020-01-24T12:45:46.210Z,"12km WNW of Newbern, Tennessee",earthquake,0.29,0.55,0.138,14,reviewed,nm,nm
2020-01-24T02:46:59.775Z,19.9394,-74.7103,10,4.2,mb,,103,0.377,1.09,us,us60007ed9,2020-01-27T02:30:04.941Z,"50km SSW of Baracoa, Cuba",earthquake,2.7,1.9,0.186,8,reviewed,us,us
2020-01-24T02:46:46.550Z,38.8381653,-122.8271637,1.39,1.59,md,20,95,0.006514,0.03,nc,nc73331001,2020-01-24T03:24:02.816Z,"9km NW of The Geysers, CA",earthquake,0.21,0.45,0.07,4,automatic,nc,nc
2020-01-24T02:42:52.130Z,35.7915,-117.613,10.63,0.99,ml,10,121,0.02727,0.15,ci,ci39280328,2020-01-24T15:14:59.739Z,"19km W of Searles Valley, CA",earthquake,0.46,0.76,0.276,7,reviewed,ci,ci
2020-01-24T02:31:49.680Z,18.0388,-66.821,10,3.04,md,12,134,0.0863,0.23,pr,pr2020024011,2020-01-27T16:40:32.876Z,"3km E of Yauco, Puerto Rico",earthquake,0.97,1.3,0.4,9,reviewed,pr,pr
2020-01-24T02:28:11.470Z,37.9051667,-113.006,16.21,0.68,md,8,161,0.2,0.06,uu,uu60357667,2020-01-24T19:48:38.730Z,"14km N of Enoch, Utah",earthquake,1.96,0.79,0.197,5,reviewed,uu,uu
2020-01-24T02:23:07.490Z,33.6035,-116.8008333,4.83,0.22,ml,11,83,0.04727,0.13,ci,ci39280320,2020-01-24T15:14:58.214Z,"13km WNW of Anza, CA",earthquake,0.44,0.69,0.135,5,reviewed,ci,ci
2020-01-24T02:17:56.210Z,37.6201667,-119.0461667,2.15,0.37,md,10,168,0.01736,0.06,nc,nc73330996,2020-01-24T17:35:02.615Z,"6km WSW of Mammoth Lakes, CA",earthquake,0.5,0.31,0.181,5,reviewed,nc,nc
2020-01-24T02:16:24.670Z,35.9721667,-117.6846667,2.04,0.59,ml,9,104,0.03688,0.15,ci,ci39280312,2020-01-24T02:19:57.891Z,"20km ENE of Little Lake, CA",earthquake,0.62,0.47,0.166,5,automatic,ci,ci
2020-01-24T02:15:17.973Z,46.9398,-112.7784,10,2.5,ml,,112,0.085,0.78,us,us60007eqc,2020-01-25T04:19:38.998Z,"7km WSW of Lincoln, Montana",earthquake,2.5,2,0.081,20,reviewed,us,us
2020-01-24T02:03:42.870Z,35.6681667,-117.5183333,6.52,1.47,ml,20,98,0.09344,0.16,ci,ci39280304,2020-01-24T10:06:18.895Z,"15km SW of Searles Valley, CA",earthquake,0.29,1.08,0.135,22,automatic,ci,ci
2020-01-24T02:02:30.570Z,33.486,-116.7983333,6.13,0.94,ml,38,33,0.02635,0.19,ci,ci39280296,2020-01-24T02:06:22.549Z,"8km NE of Aguanga, CA",earthquake,0.23,0.71,0.157,28,automatic,ci,ci
2020-01-24T01:53:10.970Z,37.6463333,-118.919,3.86,0.58,md,16,91,0.01353,0.04,nc,nc73330986,2020-01-24T20:26:02.769Z,"5km ENE of Mammoth Lakes, CA",earthquake,0.32,0.27,0.252,15,reviewed,nc,nc
2020-01-24T01:52:31.820Z,51.869,-177.7516667,4.61,2.53,ml,5,186,0.06727,0.04,av,av62128386,2020-01-24T23:38:35.190Z,"26km E of Tanaga Volcano, Alaska",earthquake,0.75,1.75,0.351,5,reviewed,av,av
2020-01-24T01:37:21.950Z,33.2193333,-116.7316667,11.48,0.45,ml,17,84,0.02813,0.11,ci,ci39280272,2020-01-24T15:15:33.379Z,"4km SE of Lake Henshaw, CA",earthquake,0.34,0.39,0.176,9,reviewed,ci,ci
2020-01-24T01:22:02.240Z,17.8786,-66.8636,13,2.32,md,12,228,0.0977,0.06,pr,pr2020024009,2020-01-27T16:39:13.600Z,"11km SSE of Guanica, Puerto Rico",earthquake,0.69,0.26,0.61,3,reviewed,pr,pr
2020-01-24T01:19:39.250Z,36.508,-120.8005,9.69,2.46,md,80,71,0.1549,0.13,nc,nc73330981,2020-01-25T06:31:02.187Z,"15km NW of New Idria, CA",earthquake,0.18,0.34,0.197,73,reviewed,nc,nc
2020-01-24T01:18:46.360Z,35.3001667,-118.5315,9.97,0.83,ml,13,75,0.09099,0.16,ci,ci37433221,2020-01-24T19:50:47.980Z,"20km NNW of Tehachapi, CA",earthquake,0.31,0.8,0.162,9,reviewed,ci,ci
2020-01-24T01:18:28.120Z,35.304,-118.5368333,9.04,1.23,ml,26,77,0.09576,0.13,ci,ci39280256,2020-01-24T19:46:00.108Z,"21km NNW of Tehachapi, CA",earthquake,0.18,0.46,0.151,16,reviewed,ci,ci
2020-01-24T01:10:28.140Z,35.9233333,-117.7133333,3.4,0.73,ml,14,57,0.05667,0.14,ci,ci39280248,2020-01-24T01:14:00.776Z,"18km E of Little Lake, CA",earthquake,0.26,0.96,0.209,8,automatic,ci,ci
2020-01-24T01:06:48.520Z,53.8346667,-166.888,7.44,0.43,ml,5,188,0.04138,0.21,av,av70866499,2020-01-27T23:58:13.860Z,"23km WSW of Dutch Harbor, Alaska",earthquake,0.67,1.27,0.146,5,reviewed,av,av
2020-01-24T00:58:40.563Z,63.0574,-150.8757,125.6,1.6,ml,,,,0.27,ak,ak02013p8uid,2020-01-27T22:49:18.667Z,"90km NNW of Talkeetna, Alaska",earthquake,,1.5,,,automatic,ak,ak
2020-01-24T00:53:02.590Z,33.6373333,-116.7331667,15.61,0.64,ml,29,63,0.05061,0.17,ci,ci39280240,2020-01-24T15:16:01.516Z,"11km NNW of Anza, CA",earthquake,0.34,0.53,0.19,13,reviewed,ci,ci
2020-01-24T00:50:44.431Z,-9.8924,116.9772,44.01,4.7,mb,,59,3.126,1.36,us,us60007ebf,2020-01-24T01:07:39.040Z,"115km S of Besisora, Indonesia",earthquake,8.4,7.8,0.102,29,reviewed,us,us
2020-01-24T00:47:11.690Z,33.725,-116.8178333,17.14,0.56,ml,26,95,0.0875,0.13,ci,ci39280232,2020-01-24T15:29:15.597Z,"7km ESE of Valle Vista, CA",earthquake,0.27,0.42,0.2,8,reviewed,ci,ci
2020-01-24T00:46:38.129Z,51.6528,-177.7413,10,4.3,mb,,97,0.416,0.88,us,us60007ebe,2020-01-27T22:49:17.591Z,"37km SE of Tanaga Volcano, Alaska",earthquake,11.1,1.9,0.07,59,reviewed,us,us
2020-01-24T00:44:31.370Z,37.5764999,-118.8544998,9.42,0.89,md,11,230,0.02427,0.02,nc,nc73330976,2020-01-24T01:07:03.640Z,"13km ESE of Mammoth Lakes, CA",earthquake,1.28,2.05,0.14,10,automatic,nc,nc
2020-01-24T00:43:58.770Z,17.9033,-66.9205,9,2.73,md,12,226,0.0828,0.07,pr,pr2020024007,2020-01-27T16:38:27.832Z,"7km S of Guanica, Puerto Rico",earthquake,0.64,0.4,0.14,5,reviewed,pr,pr
2020-01-24T00:42:07.250Z,53.8466667,-166.905,6.67,-0.27,ml,5,200,0.05534,0.14,av,av70866484,2020-01-27T23:46:37.790Z,"24km W of Unalaska, Alaska",earthquake,0.67,1.36,0.064,4,reviewed,av,av
2020-01-24T00:37:30.696Z,51.8531,-177.8653,5.7,1.8,ml,,,,0.35,ak,ak02013p45ri,2020-01-27T22:49:16.675Z,"19km E of Tanaga Volcano, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-01-24T00:22:37.420Z,35.6303333,-117.4246667,2.88,1.7,ml,25,75,0.05337,0.21,ci,ci39280200,2020-01-24T00:33:15.820Z,"15km S of Searles Valley, CA",earthquake,0.33,0.58,0.171,26,automatic,ci,ci
2020-01-24T00:22:18.093Z,36.7473,-115.7091,7,0.6,ml,9,270.25,0.22,0.1705,nn,nn00715779,2020-01-25T02:09:15.691Z,"64km NNE of Pahrump, Nevada",earthquake,,4.2,0.52,3,reviewed,nn,nn
2020-01-24T00:21:40.840Z,35.6393333,-117.5746667,11.04,0.79,ml,14,110,0.1057,0.16,ci,ci39280192,2020-01-24T15:16:17.824Z,"9km ENE of Ridgecrest, CA",earthquake,0.35,0.65,0.194,11,reviewed,ci,ci
2020-01-24T00:09:43.880Z,17.935,-66.956,11,2.6,md,12,220,0.0866,0.09,pr,pr2020024000,2020-01-27T16:38:43.181Z,"6km WSW of Guanica, Puerto Rico",earthquake,0.78,0.46,0.3,7,reviewed,pr,pr
2020-01-24T00:03:04.365Z,65.0028,-147.4888,0,1.3,ml,,,,1.12,ak,ak02013owzc4,2020-01-27T22:49:16.069Z,"21km NNE of Fairbanks, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-01-24T00:00:28.790Z,38.1473333,-111.9941667,1.79,1.55,ml,13,67,0.1835,0.23,uu,uu60357657,2020-01-24T19:45:00.850Z,"22km ESE of Junction, Utah",earthquake,0.59,31.61,0.112,3,reviewed,uu,uu
2020-01-23T23:57:22.400Z,17.9258,-66.9358,12,2.52,md,11,227,0.0751,0.13,pr,pr2020023058,2020-01-27T13:45:19.963Z,"5km SSW of Guanica, Puerto Rico",earthquake,0.77,0.43,0.28,6,reviewed,pr,pr
2020-01-23T23:51:15.140Z,33.4886667,-116.4916667,13.5,0.42,ml,19,75,0.0651,0.15,ci,ci39280144,2020-01-24T17:53:28.437Z,"18km ESE of Anza, CA",earthquake,0.3,0.58,0.058,7,reviewed,ci,ci
2020-01-23T23:49:39.510Z,51.8533333,-177.771,0.35,2.37,ml,4,285,0.04753,0.06,av,av62128376,2020-01-25T00:11:01.220Z,"25km E of Tanaga Volcano, Alaska",earthquake,0.63,31.61,0.152,4,reviewed,av,av
2020-01-23T23:46:11.235Z,38.4725,-118.3574,5.4,0.6,ml,4,256.35,0.041,0.0955,nn,nn00715767,2020-01-24T02:08:12.833Z,"24km ESE of Hawthorne, Nevada",earthquake,,3.6,0,1,reviewed,nn,nn
2020-01-23T23:44:19.300Z,45.8548333333333,-122.495833333333,8.7,1.38,ml,14,179,,0.35,uw,uw61568252,2020-01-24T01:01:49.110Z,"5km NNE of Lewisville, Washington",earthquake,1.15,31.61,0.174314118250568,11,reviewed,uw,uw
2020-01-23T23:34:27.350Z,53.8398333,-166.9008333,6.54,0.44,ml,6,145,0.03954,0.27,av,av70866469,2020-01-27T21:56:01.380Z,"24km WSW of Dutch Harbor, Alaska",earthquake,0.69,1.74,0.227,5,reviewed,av,av
2020-01-23T23:32:54.400Z,37.5955,-122.4481667,7.52,0.67,md,9,74,0.02595,0.06,nc,nc73330966,2020-01-24T03:26:03.832Z,"4km ESE of Pacifica, CA",earthquake,0.45,0.84,0.13,6,reviewed,nc,nc
2020-01-23T23:18:46.020Z,51.85,-177.8838333,6.59,1.85,ml,3,181,0.05573,0.04,av,av62128371,2020-01-25T00:08:27.780Z,"18km ESE of Tanaga Volcano, Alaska",earthquake,0.78,1.47,0.196,3,reviewed,av,av
2020-01-23T23:15:25.170Z,35.9081667,-117.6905,2.69,-0.39,ml,4,168,0.05131,0.05,ci,ci39280104,2020-01-24T18:31:05.051Z,"20km E of Little Lake, CA",earthquake,1.27,1.36,0.112,1,reviewed,ci,ci
2020-01-23T23:12:40.990Z,45.362,-121.695166666667,2.87,0.02,md,4,120,,0.03,uw,uw61568247,2020-01-24T18:29:13.500Z,"22km E of Mount Hood Village, Oregon",earthquake,0.48,0.71,0.189830060037903,3,reviewed,uw,uw
2020-01-23T23:12:24.300Z,17.9676,-66.8215,15,2.79,md,11,209,0.0582,0.21,pr,pr2020023057,2020-01-27T13:43:43.659Z,"2km S of Indios, Puerto Rico",earthquake,0.95,0.81,0.19,6,reviewed,pr,pr
2020-01-23T23:08:11.970Z,45.3775,-121.719833333333,2.94,1.25,ml,7,194,,0.26,uw,uw61568242,2020-01-24T01:07:55.710Z,"20km E of Mount Hood Village, Oregon",earthquake,1.57,2.21,0.0636871085653925,4,reviewed,uw,uw
2020-01-23T23:07:31.850Z,17.8298,-66.8891,13,2.42,md,11,242,0.1456,0.21,pr,pr2020023056,2020-01-27T13:42:35.459Z,"15km S of Guanica, Puerto Rico",earthquake,0.98,0.6,0.09,6,reviewed,pr,pr
2020-01-23T23:06:05.990Z,53.8368333,-166.9103333,7.04,-0.07,ml,5,209,0.04719,0.15,av,av70866464,2020-01-27T21:53:28.920Z,"24km W of Unalaska, Alaska",earthquake,0.74,1.4,0.117,5,reviewed,av,av
2020-01-23T23:05:17.780Z,53.8416667,-166.8973333,6.41,0.62,ml,5,194,0.04931,0.2,av,av70866459,2020-01-27T21:50:56.440Z,"23km WSW of Dutch Harbor, Alaska",earthquake,0.63,1.38,0.201,5,reviewed,av,av
2020-01-23T23:02:10.930Z,39.3855,-111.0711667,1.7,1.16,ml,11,108,0.07362,0.08,uu,uu60357652,2020-01-24T19:40:21.330Z,"11km NW of Huntington, Utah",earthquake,0.61,31.61,0.14,2,reviewed,uu,uu
2020-01-23T22:59:51.370Z,44.1561666666667,-121.32,-1.26,1.39,ml,4,177,,0.12,uw,uw61568237,2020-01-24T18:35:40.320Z,"10km N of Bend, Oregon",explosion,1.12,31.61,0.117945019413801,3,reviewed,uw,uw
2020-01-23T22:57:04.950Z,35.7491667,-117.5811667,6.39,1.68,ml,26,65,0.06775,0.18,ci,ci39280080,2020-01-24T15:17:20.410Z,"16km W of Searles Valley, CA",earthquake,0.27,0.89,0.201,24,reviewed,ci,ci
2020-01-23T22:54:59.780Z,17.8196,-66.8796,3,2.9,md,11,254,0.1555,0.2,pr,pr2020023055,2020-01-27T13:09:07.990Z,"17km S of Guanica, Puerto Rico",earthquake,1.02,0.52,0.24,5,reviewed,pr,pr
2020-01-23T22:54:55.720Z,60.0565,-153.132,6.63,0.34,ml,4,263,0.03435,0.17,av,av70866454,2020-01-27T21:44:21.030Z,"52km SSW of Redoubt Volcano, Alaska",earthquake,1.04,1.29,0.227,4,reviewed,av,av
2020-01-23T22:53:27.330Z,35.8801667,-117.6855,9.5,0.36,ml,12,80,0.07336,0.15,ci,ci37433229,2020-01-24T20:08:17.246Z,"21km ESE of Little Lake, CA",earthquake,0.36,0.75,0.115,5,reviewed,ci,ci
2020-01-23T22:53:12.780Z,35.3636667,-118.481,5,1.37,ml,20,75,0.08739,0.15,ci,ci39280072,2020-01-24T20:02:52.212Z,"25km S of Bodfish, CA",earthquake,0.27,0.99,0.127,12,reviewed,ci,ci
2020-01-23T22:42:19.480Z,17.9035,-66.9005,9,2.57,md,12,225,0.0747,0.11,pr,pr2020023054,2020-01-27T13:12:39.803Z,"7km S of Guanica, Puerto Rico",earthquake,0.74,0.51,0.29,8,reviewed,pr,pr
2020-01-23T22:40:17.800Z,19.6521667,-155.599,-2.66,2.22,ml,35,131,0.1176,0.18,hv,hv71346627,2020-01-24T00:29:50.430Z,"35km NE of Honaunau-Napoopoo, Hawaii",earthquake,0.41,0.15,0.162,15,reviewed,hv,hv
2020-01-23T22:38:13.050Z,35.3688333,-118.4713333,4.07,1.35,ml,25,74,0.08771,0.11,ci,ci39280056,2020-01-24T19:54:15.681Z,"24km S of Bodfish, CA",earthquake,0.17,0.48,0.159,14,reviewed,ci,ci
2020-01-23T22:33:38.305Z,63.0867,-151.5225,11.2,1.7,ml,,,,0.5,ak,ak02012eno8o,2020-01-27T22:49:15.462Z,"111km NW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-23T22:23:52.480Z,33.5805,-116.8056667,5.08,0.77,ml,32,39,0.03711,0.11,ci,ci39280032,2020-01-24T15:17:25.290Z,"13km WNW of Anza, CA",earthquake,0.17,0.45,0.076,23,reviewed,ci,ci
2020-01-23T22:22:26.620Z,58.2456667,-155.0923333,2.69,-1.06,ml,4,208,0.05307,0.08,av,av70866449,2020-01-27T21:41:18.290Z,"102km NW of Larsen Bay, Alaska",earthquake,2.17,1.52,0.095,4,reviewed,av,av
2020-01-23T22:20:42.790Z,58.1931667,-155.3216667,1.27,-0.47,ml,4,222,0.01722,0.03,av,av70866439,2020-01-27T21:28:37.760Z,"95km SE of King Salmon, Alaska",earthquake,0.65,0.5,0.409,4,reviewed,av,av
2020-01-23T22:20:10.420Z,58.1971667,-155.3176667,1.46,-0.19,ml,5,218,0.01401,0.04,av,av70866434,2020-01-27T21:27:07.360Z,"95km SE of King Salmon, Alaska",earthquake,0.67,0.34,0.271,5,reviewed,av,av
2020-01-23T22:16:10.259Z,36.49283333,-98.1775,7.92,1.8,ml,24,118,0.1565692758,0.18,ok,ok2020bpxd,2020-01-24T14:00:34.989Z,"10km SE of Helena, Oklahoma",earthquake,,0.6,0.21,11,reviewed,ok,ok
2020-01-23T22:05:55.910Z,38.8185005,-122.8148346,2.49,0.75,md,13,68,0.006141,0.02,nc,nc73330961,2020-01-23T23:22:04.028Z,"7km NW of The Geysers, CA",earthquake,0.33,0.66,,1,automatic,nc,nc
2020-01-23T21:59:36.050Z,35.9156667,-117.9213333,2.18,0.66,ml,16,69,0.07434,0.12,ci,ci39279984,2020-01-24T18:00:15.472Z,"3km SSW of Little Lake, CA",earthquake,0.19,0.26,0.186,7,reviewed,ci,ci
2020-01-23T21:59:31.010Z,35.6615,-117.4636667,7.72,0.03,ml,3,214,0.07485,0.02,ci,ci37433205,2020-01-24T18:01:01.932Z,"13km SSW of Searles Valley, CA",earthquake,0.54,0.91,0.016,1,reviewed,ci,ci
2020-01-23T21:59:06.852Z,3.7686,123.0007,546.51,4.6,mb,,44,3.447,1.02,us,us60007e7i,2020-01-23T22:28:48.040Z,"278km SSE of Tabiauan, Philippines",earthquake,9.9,7.8,0.069,63,reviewed,us,us
2020-01-23T21:57:59.890Z,51.8671667,-177.6926667,0.92,3.45,ml,3,315,0.09238,0.1,av,av62128361,2020-01-24T23:53:48.550Z,"30km E of Tanaga Volcano, Alaska",earthquake,0.78,31.61,0.28,3,reviewed,av,av
2020-01-23T21:56:55.680Z,51.8501667,-177.7268333,3.17,2.8,ml,4,178,0.06529,0.06,av,av62128356,2020-01-24T23:51:46.590Z,"28km E of Tanaga Volcano, Alaska",earthquake,0.91,0.59,0.254,4,reviewed,av,av
2020-01-23T21:49:28.170Z,35.6741667,-117.5225,4.62,0.89,ml,14,135,0.1003,0.15,ci,ci39279968,2020-01-24T15:16:51.622Z,"15km SW of Searles Valley, CA",earthquake,0.41,0.9,0.076,11,reviewed,ci,ci
2020-01-23T21:42:39.760Z,33.4953333,-116.7883333,5.16,0.55,ml,18,78,0.08186,0.1,ci,ci39279944,2020-01-24T15:17:09.243Z,"9km NE of Aguanga, CA",earthquake,0.19,0.83,0.106,9,reviewed,ci,ci
2020-01-23T21:35:53.628Z,61.904,-147.3425,41.1,1.6,ml,,,,0.63,ak,ak02012e2p9m,2020-01-27T22:49:14.874Z,"80km E of Sutton-Alpine, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-01-23T21:18:41.421Z,62.6988,-150.3284,68.8,1.9,ml,,,,0.81,ak,ak02012dz15a,2020-01-27T22:49:14.266Z,"43km NNW of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-01-23T21:11:29.026Z,-27.0186,-63.3931,560.43,5.5,mww,,39,5.123,0.81,us,us60007e4x,2020-01-24T21:13:12.308Z,"16km W of El Hoyo, Argentina",earthquake,9,4.6,0.054,33,reviewed,us,us
2020-01-23T21:09:23.400Z,35.6185,-117.5803333,9.19,0.82,ml,14,111,0.1014,0.17,ci,ci39279904,2020-01-23T21:12:56.574Z,"9km E of Ridgecrest, CA",earthquake,0.39,1.06,0.142,9,automatic,ci,ci
2020-01-23T21:06:29.180Z,17.8796,-66.8565,10,2.59,md,12,228,0.0982,0.17,pr,pr2020023050,2020-01-27T13:11:06.411Z,"11km SSE of Guanica, Puerto Rico",earthquake,0.95,0.61,0.34,10,reviewed,pr,pr
2020-01-23T21:06:26.320Z,33.781,-116.9458333,14.78,0.4,ml,9,166,0.08624,0.1,ci,ci39279912,2020-01-24T00:53:39.495Z,"1km ESE of San Jacinto, CA",earthquake,0.37,0.71,0.127,4,reviewed,ci,ci
2020-01-23T21:03:10.030Z,35.9193333,-117.686,2.06,1.8,ml,27,51,0.0406,0.18,ci,ci39279896,2020-01-23T21:13:41.460Z,"20km E of Little Lake, CA",earthquake,0.21,0.31,0.151,24,automatic,ci,ci
2020-01-23T21:00:24.551Z,-20.834,-178.3769,566.14,4.7,mb,,101,4.562,0.86,us,us60007e4n,2020-01-23T21:16:08.040Z,"39km ESE of Ndoi Island, Fiji",earthquake,10.2,5.5,0.069,64,reviewed,us,us
2020-01-23T20:52:30.090Z,35.797,-121.2481667,10.84,2.28,md,59,123,0.08984,0.07,nc,nc73330941,2020-01-25T07:01:02.380Z,"18km NNW of San Simeon, CA",earthquake,0.19,0.52,0.154,44,reviewed,nc,nc
2020-01-23T20:40:50.010Z,17.8345,-66.8801,10,2.62,md,8,258,0.1406,0.19,pr,pr2020023053,2020-01-27T12:27:03.219Z,"15km S of Guanica, Puerto Rico",earthquake,0.87,1.02,0.37,5,reviewed,pr,pr
2020-01-23T20:38:22.390Z,35.635,-117.5743333,10.93,1,ml,11,142,0.1034,0.12,ci,ci39279888,2020-01-23T21:16:12.031Z,"9km E of Ridgecrest, CA",earthquake,0.34,0.72,0.123,10,reviewed,ci,ci
2020-01-23T20:34:10.380Z,19.4051666,-155.2610016,2.47,1.88,ml,16,117,0.006966,0.26,hv,hv71346392,2020-01-23T20:39:44.090Z,"3km SW of Volcano, Hawaii",earthquake,0.59,0.65,0.41,9,automatic,hv,hv
2020-01-23T20:33:14.750Z,17.8703,-66.9265,6,2.82,ml,3,285,0.115,0.06,pr,pr2020023052,2020-01-27T12:25:47.506Z,"11km S of Guanica, Puerto Rico",earthquake,0.87,0.48,0,0,reviewed,pr,pr
2020-01-23T20:32:07.055Z,61.61,-149.8045,47.1,1.5,ml,,,,0.41,ak,ak02012dgiwx,2020-01-27T22:49:13.637Z,"2km SSE of Houston, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-01-23T20:31:42.530Z,35.756,-117.582,3.02,1.57,ml,23,65,0.06093,0.21,ci,ci39279880,2020-01-23T20:42:22.320Z,"16km W of Searles Valley, CA",earthquake,0.28,0.67,0.141,25,automatic,ci,ci
2020-01-23T20:30:37.214Z,61.3168,-146.7421,18.1,1.7,ml,,,,0.7,ak,ak02012dg5tp,2020-01-27T22:49:13.019Z,"29km NW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
